pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err  fitProb 
65300 0024 010 0.0578536 0.0132512 0.091671 0.0209997 0.208481
65300 0024 1020 0.071198 0.0170372 0.0871884 0.0208644 0.538755
65300 0024 2030 0.0812086 0.0232381 0.0964701 0.0276067 0.0525639
65300 0024 3060 0.136418 0.0245777 0.174627 0.0314682 0.23286
