pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err 
65300 0024 010 0.0894788 0.0324551 0.141782 0.0514289
65300 0024 1030 0.0400191 0.0277512 0.0483907 0.0335567
65300 0024 3060 -0.00335513 0.0364811 -0.00429484 0.0466987
