pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err 
65300 0012 1060 0.0510102 0.0157901 0.0624512 0.019332
65300 1216 1060 0.0530239 0.0237344 0.0649167 0.029058
65300 1624 1060 0.0532503 0.022083 0.0651938 0.0270362
