pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err  fitProb 
3065 0024 1060 0.0636414 0.00707629 0.0779155 0.00866432 0.919128
6580 0024 1060 0.102143 0.0163729 0.125052 0.0200462 0.160173
80100 0024 1060 0.111869 0.0226685 0.13696 0.0277537 0.927566
100300 0024 1060 0.00937006 0.0275433 0.0114717 0.033721 0.98973
