pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err  fitProb 
3065 0024 1060 0.0714448 0.00703474 0.0874691 0.00861368 0.767242
6580 0024 1060 0.114843 0.0162039 0.140601 0.0198395 0.213957
80100 0024 1060 0.11641 0.0227887 0.14252 0.0279009 0.997275
100300 0024 1060 0.0172891 0.0277427 0.0211668 0.0339651 0.919116
