pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err  fitProb 
65300 0024 010 -99545.5 0.6 -157733 574.849 0.000124202
65300 0024 1020 -112802 0.848528 -138136 304.49 2.84824e-05
65300 0024 2030 -126913 1.2 -150764 447.746 6.88424e-06
65300 0024 3060 -142962 1.69706 -183003 679.352 1.74891e-07
