pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err  fitProb 
65300 0024 010 -79909.2 2.4 -126619 461.47 0.0241728
65300 0024 1030 -84990 3.39411 -102769 248.568 0.351382
65300 0024 3060 -88053.8 4.8 -112716 418.474 0.919632
