pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err  fitProb 
3065 0024 1060 -115971 0.6 -141982 225.977 5.1274e-23
6580 0024 1060 -136710 0.848528 -167372 266.388 4.08834e-12
80100 0024 1060 -151317 1.2 -185256 294.852 2.66628e-06
100300 0024 1060 -155163 1.69706 -189965 302.351 0.757042
