pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err  fitProb 
65300 0024 010 -96643.8 0.6 -153135 558.092 0.150617
65300 0024 1020 -108083 0.848528 -132357 291.752 0.000489347
65300 0024 2030 -115441 1.2 -137135 407.271 0.0590575
65300 0024 3060 -124814 1.69706 -159772 593.115 0.00697253
