pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err  fitProb 
3065 0024 1060 -101872 0.6 -124721 198.505 0.000478102
6580 0024 1060 -110202 0.848528 -134919 214.737 0.0220189
80100 0024 1060 -119576 1.2 -146395 233.004 0.00680186
100300 0024 1060 -125797 1.69706 -154012 245.131 0.15129
