pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err  fitProb 
65300 0024 010 -99529.5 0.6 -157708 574.757 0.000136959
65300 0024 1020 -112587 0.848528 -137873 303.909 3.97758e-05
65300 0024 2030 -128374 1.2 -152499 452.898 3.36754e-07
65300 0024 3060 -145170 1.69706 -185830 689.849 3.69354e-08
