356		0.6894563509	1.2372530176	0.8161800215	1.3739258888
261		0.402125127	0.6016619979	0.7992716359	1.2696644551
187		0.3210750562	0.4498571196	0.6924331939	1.0165823958
130		0.311826624	0.4333310854	0.5181990618	0.7064526309
86.3		0.3416395257	0.4788165644	0.3631068636	0.4918014708
42		0.5200780739	0.6629331734	0.4127795721	0.5477662817
8.75		0.9596702251	0.9749282444	0.9471376899	0.9651103631
