pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err  fitProb 
3065 0024 1060 -103467 0.6 -126674 201.613 4.1906e-05
6580 0024 1060 -111586 0.848528 -136614 217.433 0.0268021
80100 0024 1060 -121776 1.2 -149089 237.291 0.00251279
100300 0024 1060 -127992 1.69706 -156699 249.407 0.157445
