pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err  fitProb 
65300 0024 010 -85674.1 2.4 -135754 494.759 0.00648391
65300 0024 1030 -93742.1 3.39411 -113352 274.159 0.0291039
65300 0024 3060 -97118 4.8 -124319 461.542 0.834928
