pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err 
65300 0024 010 0.00962101 0.0184968 0.0152448 0.0293089
65300 0024 1020 0.0546486 0.0197887 0.0669221 0.0242334
65300 0024 2030 0.0602416 0.0215013 0.0715629 0.025543
65300 0024 3060 0.051307 0.0180721 0.0656772 0.0231351
