pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err 
65300 0012 1060 0.0575908 0.0281327 0.0705079 0.0344428
65300 1224 1060 -0.0221608 0.0350174 -0.0271312 0.0428715
