pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err 
3065 0024 1060 0.0626741 0.00707228 0.0767312 0.00865939
6580 0024 1060 0.102693 0.0163736 0.125726 0.020047
80100 0024 1060 0.105696 0.0227153 0.129402 0.0278109
100300 0024 1060 0.00242935 0.0276995 0.00297423 0.0339122
