pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err 
65300 0024 010 0.091873 0.032321 0.145576 0.0512166
65300 0024 1030 0.0325733 0.0279358 0.0393873 0.0337798
65300 0024 3060 -0.00728628 0.0364582 -0.00932704 0.0466694
