pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err  fitProb 
65300 0012 1060 -100041 0.6 -122479 194.936 0.0053157
65300 1216 1060 -107545 0.848528 -131666 209.559 0.0492171
65300 1624 1060 -115021 1.2 -140819 224.128 0.050149
