pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err  fitProb 
65300 0024 010 -96342.8 0.6 -152659 556.354 0.189756
65300 0024 1020 -103977 0.848528 -127329 280.668 0.0432244
65300 0024 2030 -113864 1.2 -135263 401.71 0.00397595
65300 0024 3060 -123294 1.69706 -157827 585.895 0.00646011
