pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err  fitProb 
65300 0024 010 -95173.6 2.4 -150806 549.615 1.21906e-05
65300 0024 1030 -104774 3.39411 -126691 306.415 0.0112973
65300 0024 3060 -107929 4.8 -138158 512.913 0.976181
