pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err  fitProb 
3065 0024 1060 -103655 0.6 -126903 201.978 3.14185e-05
6580 0024 1060 -112306 0.848528 -137495 218.836 0.0153367
80100 0024 1060 -124228 1.2 -152091 242.069 0.000237618
100300 0024 1060 -129093 1.69706 -158047 251.553 0.473368
