pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err  fitProb 
65300 0012 1060 -92763.7 0.6 -113570 180.756 0.245363
65300 1216 1060 -113131 0.848528 -138505 220.443 2.93636e-11
65300 1624 1060 -130236 1.2 -159446 253.775 2.80476e-08
