pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err  fitProb 
3065 0024 1060 -112502 0.6 -137735 219.217 5.78939e-18
6580 0024 1060 -131168 0.848528 -160588 255.59 6.17675e-10
80100 0024 1060 -145403 1.2 -178016 283.33 5.25509e-06
100300 0024 1060 -148904 1.69706 -182301 290.154 0.87183
