pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err 
65300 0012 1060 0.0701714 0.0279318 0.0859101 0.0341969
65300 1224 1060 -0.0168326 0.0350761 -0.0206079 0.0429433
