pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err 
3065 0024 1060 0.0783064 0.0594965 0.0958697 0.0728411
65100 0024 1060 0.0292005 0.0301805 0.0357499 0.0369497
100300 0024 1060 0.0306062 0.0324526 0.0374709 0.0397314
