0.680
0.0, 1.6, 15.0, 20.0, 0, 200, 0.22525, 0.587911
0.0, 1.6, 20.0, 30.0, 0, 200, 0.024276, 0.525266
0.0, 1.6, 6.5, 9.0, 0, 200, 0.137457, 0.477613
0.0, 1.6, 6.5, 30.0, 80, 100, 0.142493, 0.484411
1.6, 2.4, 12.0, 30.0, 0, 200, 0.439966, 1.0049
1.6, 2.4, 3.0, 30.0, 0, 40, 0.134184, 0.914959
1.6, 2.4, 3.0, 6.5, 0, 200, 0, 0.506078
1.6, 2.4, 3.0, 30.0, 40, 80, 0, 0.217535
0.0, 1.6, 12.0, 15.0, 0, 200, 0.345705, 0.608537
0.0, 1.6, 9.0, 12.0, 0, 200, 0.275651, 0.486178
0.0, 1.6, 6.5, 30.0, 100, 200, 0.298843, 0.574597
1.6, 2.4, 6.5, 12.0, 0, 200, 0.165296, 0.65517
0.0, 1.6, 6.5, 30.0, 0, 20, 0, 0.345562
0.0, 1.6, 6.5, 30.0, 20, 40, 0.172252, 0.524928
0.0, 1.6, 6.5, 30.0, 60, 80, 0.344952, 0.709249
1.6, 2.4, 3.0, 30.0, 0, 200, 0.0256567, 0.460052
1.6, 2.4, 3.0, 30.0, 80, 200, 0, 0.480556
0.0, 1.6, 6.5, 30.0, 40, 60, 0.354275, 0.739058
0.0, 1.6, 6.5, 30.0, 0, 200, 0.267055, 0.44848
