pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err 
65300 0012 1060 0.0541709 0.0281288 0.0663209 0.0344379
65300 1224 1060 -0.0141246 0.0350746 -0.0172926 0.0429415
