pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err 
65300 0012 1060 0.0487433 0.0157994 0.0596759 0.0193432
65300 1216 1060 0.0503351 0.0237162 0.0616247 0.0290357
65300 1624 1060 0.0518757 0.022112 0.0635108 0.0270717
