pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err 
3065 0024 1060 0.0690904 0.0590962 0.0845867 0.072351
65100 0024 1060 0.00951194 0.0301511 0.0116454 0.0369136
100300 0024 1060 0.0277546 0.0330778 0.0339796 0.0404969
