pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err 
65300 0024 010 0.0579671 0.0132671 0.0918509 0.0210248
65300 0024 1020 0.0745543 0.0170323 0.0912985 0.0208586
65300 0024 2030 0.0846847 0.0231203 0.1006 0.0274669
65300 0024 3060 0.1367 0.024651 0.174987 0.031562
