pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err 
65300 0024 010 0.093612 0.0327293 0.148331 0.0518636
65300 0024 1030 0.0261303 0.0278689 0.0315965 0.0336989
65300 0024 3060 0.00868878 0.0367501 0.0111223 0.0470432
