pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err 
3065 0024 1060 0.0756003 0.0596877 0.0925566 0.0730752
65100 0024 1060 0.0207963 0.0302619 0.0254607 0.0370494
100300 0024 1060 0.0285844 0.0327769 0.0349956 0.0401285
