pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err 
65300 0012 1060 0.0449845 0.0158819 0.055074 0.0194443
65300 1216 1060 0.0434537 0.0237621 0.0531999 0.0290918
65300 1624 1060 0.0497053 0.0223254 0.0608537 0.0273329
