pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err 
3065 0024 1060 0.059145 0.0189458 0.0724106 0.0231954
6580 0024 1060 0.0433819 0.0200614 0.053112 0.0245611
80100 0024 1060 0.0667796 0.0201629 0.0817576 0.0246856
100300 0024 1060 0.029097 0.0192367 0.0356231 0.0235514
