#Y1S-Npart
#Npart	etabar=1/4pi	        etabar=2/4pi	        etabar=3/4pi
0	0.990776396004257	0.9908736486189489	0.9909134970373662
1	0.9915768545477972	0.9915902664942442	0.991597709318489
2	0.988714979456217	0.9892579560720451	0.98949022824316
3	0.9821907707295165	0.9838767173523516	0.9845910538113785
4	0.9724120978668894	0.9759003458038658	0.977396293628607
5	0.9616589238878362	0.9678655275212849	0.9706791557831739
6	0.9502846668523078	0.960165475320179	0.9648695164678213
7	0.9382893267603036	0.9528001892005474	0.9599673756825491
8	0.9259107070744814	0.9455661400025072	0.9556860629389257
9	0.9136207305802364	0.9380594225559294	0.9514566784661911
10	0.9014322632218202	0.9302690252683199	0.9472637124543482
11	0.8893453049992323	0.9221949481396787	0.9431071649033965
12	0.8773752439124095	0.9138650473383656	0.9389654493622955
13	0.8656897231780714	0.9055827994492979	0.9346033941319949
14	0.8543346656445174	0.8974313364323852	0.929956578149291
15	0.8433100713117482	0.8894106582876282	0.9250250014141842
16	0.8326159401797634	0.881520765015027	0.9198086639266744
17	0.8222522722485631	0.8737616566145814	0.9143075656867613
18	0.8122160734353471	0.8661308798554082	0.9085271920961749
19	0.8024143998623723	0.8585522802666737	0.9026378238524483
20	0.7928032261370515	0.8509897852144713	0.8967201190337798
21	0.7833825522593844	0.8434433946988007	0.8907740776401696
22	0.7741523782293712	0.8359131087196622	0.8847996996716174
23	0.7651127040470117	0.8283989272770553	0.8787969851281235
24	0.7562635297123061	0.8209008503709804	0.8727659340096876
25	0.7476048552252541	0.8134188780014372	0.8667065463163096
26	0.7391373165492923	0.8059561439969123	0.8606206794892386
27	0.7308831155507723	0.7986220521961453	0.8545731779204734
28	0.722853242929161	0.7914707613213338	0.8485961418493915
29	0.7150476986844576	0.7845022713724776	0.8426895712759928
30	0.7074664828166625	0.7777165823495773	0.8368534662002777
31	0.7001095953257755	0.7711136942526324	0.8310878266222459
32	0.692977036211797	0.7646936070816429	0.8253926525418972
33	0.6860688054747266	0.7584563208366091	0.819767943959232
34	0.6793849031145646	0.7524018355175307	0.8142137008742505
35	0.6729253291313105	0.7465301511244078	0.8087299232869518
36	0.6666852801835168	0.7408347489138847	0.8033153670221223
37	0.6605979698028965	0.7352249911807025	0.7979527328580844
38	0.6546419832679372	0.7296718154326172	0.7926364738925374
39	0.6488173205786388	0.7241752216696287	0.7873665901254815
40	0.6431239817350017	0.7187352098917369	0.7821430815569166
41	0.6375619667370257	0.7133517800989422	0.7769659481868426
42	0.6321312755847109	0.708024932291244	0.7718351900152596
43	0.6268319082780571	0.7027546664686428	0.7667508070421675
44	0.6216638648170644	0.6975409826311385	0.7617127992675663
45	0.6166271452017327	0.692383880778731	0.7567211666914562
46	0.6117217494320624	0.6872833609114205	0.751775909313837
47	0.6069476775080529	0.6822394230292068	0.7468770271347087
48	0.6022939157944502	0.6772586354048823	0.7420316092281809
49	0.5977194897795591	0.6723654342726348	0.737266029388489
50	0.5932205348505643	0.6675621243965703	0.7325827751255258
51	0.5887970510074658	0.6628487057766886	0.7279818464392915
52	0.584449038250264	0.6582251784129901	0.7234632433297863
53	0.5801764965789583	0.6536915423054743	0.7190269657970099
54	0.5759794259935489	0.6492477974541417	0.7146730138409619
55	0.5718578264940359	0.6448939438589918	0.7104013874616433
56	0.5678116980804195	0.6406299815200247	0.7062120866590533
57	0.5638410407526994	0.6364559104372407	0.7021051114331922
58	0.5599458545108755	0.6323717306106393	0.6980804617840599
59	0.556126139354948	0.6283774420402211	0.6941381377116564
60	0.552381895284917	0.6244730447259859	0.6902781392159821
61	0.5487125670116995	0.6206571631680733	0.6864993273841994
62	0.5451052141647513	0.6168977429313772	0.6827751611684438
63	0.541554401055274	0.6131813193370258	0.6790944918248606
64	0.5380601276832674	0.6095078923850191	0.6754573193534497
65	0.5346223940487315	0.6058774620753569	0.6718636437542108
66	0.5312412001516662	0.6022900284080394	0.6683134650271438
67	0.5279165459920717	0.5987455913830662	0.6648067831722493
68	0.524648431569948	0.5952441510004379	0.6613435981895268
69	0.521436856885295	0.591785707260154	0.6579239100789762
70	0.5182818219381126	0.5883702601622147	0.654547718840598
71	0.5151833267284011	0.5849978097066201	0.6512150244743921
72	0.5121413712561603	0.5816683558933701	0.6479258269803582
73	0.50915595552139	0.5783818987224644	0.6446801263584961
74	0.5062270795240905	0.5751384381939035	0.6414779226088066
75	0.5033547432642619	0.5719379743076873	0.638319215731289
76	0.5005379212317086	0.5687803401382691	0.6352035313158382
77	0.4977594087614446	0.565662735227771	0.6321229103319485
78	0.49501306479805285	0.5625841599771286	0.6290745118729563
79	0.49229888934153343	0.5595446143863423	0.6260583359388617
80	0.48961688239188655	0.5565440984554118	0.6230743825296648
81	0.48696704394911194	0.5535826121843372	0.6201226516453655
82	0.4843493740132096	0.5506601555731182	0.6172031432859638
83	0.4817638725841797	0.5477767286217551	0.6143158574514597
84	0.4792105396620222	0.5449323313302481	0.6114607941418533
85	0.4766893752467368	0.5421269636985968	0.6086379533571441
86	0.474200379338324	0.5393606257268013	0.6058473350973329
87	0.4717435519367835	0.5366333174148618	0.6030889393624191
88	0.4693188930421153	0.5339450387627781	0.600362766152403
89	0.46692640265431956	0.5312957897705501	0.5976688154672846
90	0.4645660807733962	0.5286855704381782	0.5950070873070635
91	0.46223792739934505	0.5261143807656621	0.5923775816717405
92	0.45994194253216636	0.5235822207530018	0.5897802985613148
93	0.45767812617186	0.5210890904001972	0.5872152379757865
94	0.4554464783184259	0.5186349897072486	0.5846823999151561
95	0.45324699897186427	0.5162199186741558	0.5821817843794233
96	0.4510796881321748	0.513843877300919	0.579713391368588
97	0.44894454579935794	0.511506865587538	0.5772772208826503
98	0.4468415719734133	0.5092088835340128	0.5748732729216103
99	0.444770766654341	0.5069499311403434	0.5725015474854677
100	0.44273212984214105	0.5047300084065299	0.5701620445742228
101	0.4407256615368135	0.5025491153325723	0.5678547641878755
102	0.43874642408776143	0.5004000148522031	0.5655749819401713
103	0.4367848901019591	0.4982687427584919	0.5633135819401074
104	0.43484082003913305	0.496154947959599	0.5610703349935042
105	0.4329142138992832	0.49405863045552423	0.558845241100362
106	0.4310050716824096	0.4919797902462677	0.5566383002606807
107	0.4291133933885122	0.4899184273318294	0.5544495124744604
108	0.42723917901759106	0.48787454171220923	0.5522788777417009
109	0.4253824285696462	0.4858481333874072	0.5501263960624024
110	0.4235431420446774	0.4838392023574233	0.5479920674365646
111	0.421721319442685	0.48184774862225777	0.5458758918641882
112	0.4199169607636688	0.47987377218191024	0.5437778693452724
113	0.41813006600762875	0.47791727303638093	0.5416979998798174
114	0.41636063517456495	0.4759782511856698	0.5396362834678236
115	0.4146086682644775	0.4740567066297769	0.5375927201092907
116	0.41287416527736626	0.4721526393687021	0.5355673098042183
117	0.4111571262132312	0.47026604940244565	0.5335600525526071
118	0.40945755107207243	0.46839693673100735	0.5315709483544568
119	0.40777543985388975	0.4665453013543871	0.5295999972097677
120	0.4061107925586835	0.4647111432725851	0.5276471991185393
121	0.40446360918645335	0.46289446248560123	0.5257125540807718
122	0.4028338897371995	0.4610952589934357	0.5237960620964652
123	0.4012216342109218	0.4593135327960881	0.5218977231656196
124	0.3996268426076204	0.45754928389355887	0.5200175372882347
125	0.39804951492729523	0.4558025122858477	0.518155504464311
126	0.3964896511699462	0.4540732179729549	0.5163116246938481
127	0.39494725133557357	0.45236140095488014	0.5144858979768461
128	0.3934223154241771	0.45066706123162364	0.5126783243133051
129	0.39191484343575683	0.4489901988031852	0.5108889037032249
130	0.39042483537031275	0.44733081366956506	0.5091176361466057
131	0.38895229122784497	0.44568890583076304	0.5073645216434475
132	0.3874972110083535	0.4440644752867792	0.5056295601937502
133	0.38605959471183826	0.4424575220376137	0.5039127517975137
134	0.3846394423382991	0.44086804608326624	0.502214096454738
135	0.3832367538877362	0.43929604742373685	0.5005335941654234
136	0.38185152936014966	0.4377415260590259	0.4988712449295697
137	0.3804837687555393	0.4362044819891329	0.49722704874717705
138	0.3791334720739052	0.4346849152140582	0.4956010056182451
139	0.3777993814622296	0.433181705145204	0.4939919214417407
140	0.3764751979635981	0.43168924020538435	0.4923938165118818
141	0.375160055483855	0.4302067488138019	0.4908058686309147
142	0.37385395402300037	0.42873423097045593	0.4892280777988389
143	0.3725568935810343	0.4272716866753469	0.48766044401565467
144	0.3712688741579567	0.4258191159284747	0.48610296728136204
145	0.3699898957537675	0.4243765187298391	0.48455564759596076
146	0.36871995836846705	0.42294389507944047	0.48301848495945127
147	0.3674590620020549	0.42152124497727866	0.4814914793718332
148	0.3662072066545314	0.42010856842335376	0.4799746308331066
149	0.3649643923258963	0.41870586541766547	0.47846793934327153
150	0.3637306190161496	0.41731313596021397	0.4769714049023279
151	0.3625058867252917	0.4159303800509994	0.4754850275102761
152	0.3612901954533221	0.4145575976900216	0.47400880716711563
153	0.3600835452002411	0.4131947888772806	0.4725427438728467
154	0.3588859359660485	0.4118419536127764	0.47108683762746945
155	0.35769736775074445	0.410499091896509	0.4696410884309835
156	0.3565178405543289	0.4091662037284784	0.46820549628338926
157	0.3553473543768019	0.40784328910868467	0.4667800611846865
158	0.3541859092181634	0.4065303480371276	0.4653647831348752
159	0.3530335050784134	0.4052273805138074	0.46395966213395545
160	0.3518901419575518	0.4039343865387241	0.4625646981819273
161	0.3507558198555788	0.40265136611187746	0.4611798912787906
162	0.34963053877249434	0.4013783192332677	0.45980524142454554
163	0.3485142987082984	0.4001152459028948	0.458440748619192
164	0.3474070996629909	0.39886214612075865	0.4570864128627299
165	0.3463089416365719	0.3976190198868594	0.4557422341551594
166	0.3452198246290415	0.39638586720119684	0.45440821249648045
167	0.3441397486403995	0.39516268806377103	0.4530843478866929
168	0.34306871367064606	0.39394948247458217	0.451770640325797
169	0.3420067197197811	0.39274625043363	0.4504670898137926
170	0.3409537667878046	0.3915529919409147	0.4491736963506798
171	0.3399098548747167	0.3903697069964362	0.44789045993645843
172	0.3388749839805172	0.38919639560019453	0.4466173805711286
173	0.3378491541052063	0.38803305775218955	0.44535445825469033
174	0.33683236524878385	0.3868796934524215	0.44410169298714364
175	0.33582461741124997	0.38573630270089027	0.44285908476848845
176	0.3348259105926046	0.3846028854975958	0.4416266335987248
177	0.3338362447928477	0.38347944184253807	0.4404043394778526
178	0.3328556200119792	0.3823659717357171	0.43919220240587203
179	0.3318840362499993	0.3812624751771332	0.43799022238278296
180	0.33092001784329933	0.380167477674672	0.43679690147462474
181	0.3299615856107735	0.3790790016184534	0.43561023063097754
182	0.3290087292494078	0.3779970367136428	0.4344301993933365
183	0.32806144875920223	0.3769215829602401	0.43325680776170206
184	0.3271197441401568	0.3758526403582453	0.4320900557360739
185	0.3261836153922716	0.37479020890765835	0.43092994331645196
186	0.3252530625155464	0.37373428860847946	0.42977647050283657
187	0.32432808550998127	0.37268487946070833	0.4286296372952273
188	0.3234086843755765	0.3716419814643452	0.4274894436936246
189	0.3224948591123317	0.37060559461938986	0.4263558896980283
190	0.32158660972024716	0.36957571892584246	0.4252289753084382
191	0.3206839361993227	0.3685523543837031	0.42410870052485444
192	0.3197868385495583	0.3675355009929715	0.4229950653472772
193	0.3188953167709541	0.3665251587536479	0.4218880697757061
194	0.3180093708635101	0.3655213276657322	0.4207877138101415
195	0.3171290008272261	0.36452400772922433	0.4196939974505832
196	0.3162542066621024	0.3635331989441244	0.4186069206970313
197	0.31538498836813883	0.36254890131043244	0.41752648354948574
198	0.3145213459453352	0.36157111482814835	0.41645268600794644
199	0.313663279393692	0.36059983949727215	0.41538552807241375
200	0.3128107887132087	0.3596350753178038	0.4143250097428872
201	0.3119638739038856	0.3586768222897435	0.413271131019367
202	0.3111225349657227	0.35772508041309103	0.4122238919018532
203	0.31028677189871984	0.35677984968784654	0.41118329239034584
204	0.30945658470287707	0.35584113011400986	0.41014933248484475
205	0.3086319733781945	0.3549089216915811	0.40912201218535005
206	0.3078129379246721	0.35398322442056035	0.40810133149186173
207	0.3069994783423099	0.35306403830094735	0.40708729040437963
208	0.30619159463110773	0.3521513633327424	0.4060798889229041
209	0.30538928679106575	0.3512451995159454	0.40507912704743476
210	0.30459255482218395	0.35034554685055613	0.40408500477797177
211	0.30380139872446216	0.34945240533657473	0.4030975221145152
212	0.30301581849790055	0.3485657749740014	0.40211667905706494
213	0.3022358141424991	0.347685655762836	0.4011424756056211
214	0.3014613856582578	0.34681204770307833	0.40017491176018355
215	0.3006925330451767	0.34594495079472876	0.3992139875207524
216	0.2999292563032556	0.34508436503778706	0.39825970288732765
217	0.2991715554324947	0.3442302904322531	0.39731205785990914
218	0.298419430432894	0.3433827269781274	0.396371052438497
219	0.2976728813044533	0.34254167467540925	0.3954366866230914
220	0.29693190804717284	0.3417071335240992	0.394508960413692
221	0.2961965106610524	0.340879103524197	0.3935878738102989
