pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err 
65300 0024 010 0.00821099 0.0184842 0.0130106 0.0292889
65300 0024 1020 0.0556295 0.0197083 0.0681233 0.0241351
65300 0024 2030 0.0578856 0.0215179 0.0687641 0.0255626
65300 0024 3060 0.0486885 0.0180817 0.0623253 0.0231472
