pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err 
3065 0024 1060 0.0370937 0.0611507 0.0454134 0.0748663
65100 0024 1060 0.0351576 0.0303079 0.0430431 0.0371057
100300 0024 1060 0.0383733 0.0316061 0.0469801 0.0386951
