pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err 
65300 0024 010 0.00839507 0.0185258 0.0133023 0.0293548
65300 0024 1020 0.0555239 0.0198004 0.067994 0.0242479
65300 0024 2030 0.058032 0.0215689 0.068938 0.0256232
65300 0024 3060 0.0506207 0.0180345 0.0647986 0.0230869
