pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err 
65300 0024 010 0.0579416 0.0132497 0.0918104 0.0209973
65300 0024 1020 0.0718796 0.0170286 0.0880231 0.0208539
65300 0024 2030 0.0814686 0.0232434 0.0967791 0.027613
65300 0024 3060 0.136288 0.0245935 0.174459 0.0314884
