pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err  fitProb 
65300 0012 1060 0.0511733 0.0157878 0.062651 0.0193291 0.0278792
65300 1216 1060 0.052861 0.0237128 0.0647172 0.0290316 0.35209
65300 1624 1060 0.0534236 0.0220751 0.065406 0.0270266 0.956123
