pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err 
3065 0024 1060 0.078164 0.0595001 0.0956954 0.0728455
65100 0024 1060 0.0264215 0.0301753 0.0323476 0.0369434
100300 0024 1060 0.0352901 0.0324571 0.0432053 0.039737
