pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err  fitProb 
65300 0024 010 0.00736394 0.0184823 0.0116684 0.0292859 0.196268
65300 0024 1020 0.0570173 0.0197715 0.0698228 0.0242124 0.181705
65300 0024 2030 0.0583142 0.0215385 0.0692733 0.0255871 0.41978
65300 0024 3060 0.0495262 0.0180508 0.0633975 0.0231077 0.258794
