pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err  fitProb 
65300 0012 1060 0.0701714 0.0279318 0.0859101 0.0341969 0.0144482
65300 1224 1060 -0.0168282 0.0350761 -0.0206026 0.0429434 0.408587
