pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err 
65300 0024 010 0.0675114 0.0343754 0.106974 0.0544704
65300 0024 1030 0.00375349 0.0282489 0.00453868 0.0341583
65300 0024 3060 0.026 0.0372855 0.0332822 0.0477287
