pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err 
3065 0024 1060 0.0577146 0.0188564 0.0706594 0.023086
6580 0024 1060 0.0435636 0.0200451 0.0533345 0.0245412
80100 0024 1060 0.0669577 0.0201354 0.0819757 0.024652
100300 0024 1060 0.024986 0.0192751 0.0305901 0.0235984
