pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err  fitProb 
3065 0024 1060 0.0627685 0.00707459 0.0768468 0.00866221 0.675519
6580 0024 1060 0.103372 0.0164183 0.126557 0.0201017 0.120056
80100 0024 1060 0.113871 0.0226178 0.139411 0.0276916 0.937424
100300 0024 1060 0.011414 0.0276048 0.013974 0.0337963 0.975776
