pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err  fitProb 
65300 0012 1060 0.0660488 0.0280991 0.0808629 0.0344016 0.0165849
65300 1224 1060 -0.0211321 0.0352158 -0.0258718 0.0431143 0.399601
