pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err 
65300 0024 010 0.00829592 0.0186228 0.0131452 0.0295085
65300 0024 1020 0.0550553 0.0198878 0.0674202 0.0243548
65300 0024 2030 0.0558348 0.0215005 0.0663279 0.0255419
65300 0024 3060 0.0488226 0.0178228 0.0624969 0.0228158
