pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err 
3065 0024 1060 0.0716037 0.00701579 0.0876637 0.00859049
6580 0024 1060 0.125015 0.016198 0.153055 0.0198325
80100 0024 1060 0.130853 0.0224712 0.160202 0.0275125
100300 0024 1060 0.0237615 0.0277038 0.029091 0.0339175
