pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err 
65300 0024 010 0.06248 0.034245 0.0990017 0.0542636
65300 0024 1030 0.00950787 0.0283613 0.0114968 0.0342942
65300 0024 3060 0.0450367 0.0370385 0.0576507 0.0474128
