pT	rapidity	cent	Raa	Uncert_tot	contrib_IDtrg_stat_pp	contrib_IDtrg_syst_pp	contrib_IDtrg_pp	contrib_sta_stat_pp	contrib_sta_syst_pp	contrib_sta_pp	contrib_3d_pp	contrib_4d_pp	contrib_fit_pp	global_uncertainty_pp	contrib_IDtrg_stat_aa	contrib_IDtrg_syst_aa	contrib_IDtrg_aa	contrib_sta_stat_aa	contrib_sta_syst_aa	contrib_sta_aa	contrib_3d_aa	contrib_4d_aa	contrib_fit_aa	global_uncertainty_aa
0004	0024	0100	0.525503	0.0589166	0.006	0.007	0.00921954	0.011	0.043	0.0443847	0.021	0.0046248	0.0221675	0.0374833	0.01	0.012	0.0156205	0.024	0.044	0.0501199	0.026	0.0696892	0.0356701	0.032311
0408	0024	0100	0.507214	0.060706	0.005	0.007	0.00860233	0.011	0.044	0.0453542	0.051	0.00303802	0.018155	0.0374833	0.008	0.011	0.0136015	0.025	0.044	0.0506063	0.036	0.0671172	0.0265896	0.032311
0812	0024	0100	0.447939	0.0379195	0.004	0.008	0.00894427	0.01	0.048	0.0490306	0.011	0.00160629	0.0151805	0.0374833	0.008	0.011	0.0136015	0.026	0.049	0.0554707	0.022	0.0044285	0.0237179	0.032311
1216	0024	0100	0.413739	0.0443051	0.006	0.011	0.01253	0.01	0.052	0.0529528	0.01	0.00531517	0.0203321	0.0374833	0.009	0.01	0.0134536	0.022	0.052	0.0564624	0.014	0.0655301	0.0102622	0.032311
1620	0024	0100	0.376093	0.0454666	0.007	0.018	0.0193132	0.02	0.064	0.0670522	0.01	0.0179181	0.00851687	0.0374833	0.012	0.014	0.0184391	0.033	0.064	0.0720069	0.016	0.0578796	0.0110097	0.032311
2024	0024	0100	0.342516	0.0621632	0.015	0.02	0.025	0.028	0.068	0.0735391	0.017	0.00346296	0.0320998	0.0374833	0.026	0.025	0.0360694	0.044	0.068	0.0809938	0.028	0.125809	0.033187	0.032311


