pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err 
65300 0024 010 0.101799 0.0321963 0.161305 0.0510195
65300 0024 1030 0.0287245 0.0274162 0.0347334 0.0331515
65300 0024 3060 0.00324689 0.0371245 0.00415629 0.0475224
