pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err  fitProb 
3065 0024 1060 -76320.5 2.4 -93438.4 148.743 0.0820204
65100 0024 1060 -82053.6 3.39411 -100457 159.94 0.221487
100300 0024 1060 -87085.4 4.8 -106618 169.792 0.341057
