pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err  fitProb 
3065 0024 1060 0.0622739 0.00708442 0.0762413 0.00867423 0.849978
6580 0024 1060 0.0992456 0.0164288 0.121505 0.0201145 0.142191
80100 0024 1060 0.112687 0.0226535 0.137961 0.0277353 0.826901
100300 0024 1060 0.00951465 0.0276422 0.0116487 0.033842 0.968321
