pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err 
65300 0012 1060 0.0660488 0.028099 0.0808629 0.0344016
65300 1224 1060 -0.0211346 0.0352157 -0.0258749 0.0431142
