pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err 
65300 0012 1060 0.0276988 0.0201562 0.0339114 0.0246771
65300 1216 1060 0.154891 0.0223833 0.189631 0.0274053
65300 1624 1060 0.108551 0.0196853 0.132898 0.0241015
