pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err  fitProb 
65300 0012 1060 -79149 1.69706 -96901.3 154.24 0.00065055
65300 1224 1060 -84432.8 2.4 -103370 164.548 0.364152
