pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err  fitProb 
3065 0024 1060 -76407.2 2.4 -93544.6 148.912 0.0823515
65100 0024 1060 -82423.8 3.39411 -100911 160.661 0.177858
100300 0024 1060 -87197.2 4.8 -106755 170.01 0.40233
