pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err  fitProb 
65300 0012 1060 -92768.3 0.6 -113575 180.765 0.240752
65300 1216 1060 -114559 0.848528 -140253 223.226 1.18022e-12
65300 1624 1060 -132134 1.2 -161771 257.475 1.3812e-08
