pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err  fitProb 
3065 0024 1060 -103252 0.6 -126411 201.194 5.95263e-05
6580 0024 1060 -112340 0.848528 -137537 218.903 0.00954223
80100 0024 1060 -123152 1.2 -150774 239.973 0.0011076
100300 0024 1060 -128985 1.69706 -157915 251.342 0.218503
