pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err 
65300 0012 1060 0.0294031 0.020206 0.0359979 0.0247381
65300 1216 1060 0.154758 0.0224658 0.189469 0.0275063
65300 1624 1060 0.115322 0.0194766 0.141187 0.023846
