pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err 
65300 0012 1060 0.07134 0.0279178 0.0873408 0.0341798
65300 1224 1060 -0.0179116 0.0352125 -0.0219289 0.0431103
