pT  rapidity  cent  v2Raw  v2RawErr  v2  v2Err 
65300 0024 010 0.0833901 0.0326217 0.132134 0.0516924
65300 0024 1030 0.0370867 0.0278908 0.0448448 0.0337254
65300 0024 3060 -0.0016119 0.0363761 -0.00206336 0.0465644
